match_id,country,league,season,week,date,home_team,away_team,home_goal,away_goal,result,home_lineup,away_lineup,home_passes,away_passes
0,fake,fake,1991,6,0,Blackburn Rovers,Stoke City,2.0,3.0,loss,Gareth Barry - Gary Cahill - Kyle Naughton - Mahamadou Diarra - Adlène Guédioura - John O'Shea - Leroy Lita - Jason Lowe - Dickson Etuhu - Jussi Jääskeläinen - Craig Gordon,Anton Ferdinand - David Fox - Kieran Gibbs - David Pizarro - Brett Emerton - Jay Spearing - Albert Crusat - Kieron Dyer - Jordan Henderson - Kevin Davies - Darren Pratley,21 - 14 - 18 - 12 - 2 - 24 - 6 - 35 - 40 - 12 - 45,38 - 9 - 44 - 2 - 44 - 12 - 40 - 0 - 32 - 32 - 18
0,fake,fake,1991,6,0,Newcastle United,Wolverhampton Wanderers,2.0,3.0,loss,Luis Antonio Valencia - Bobby Zamora - Danny Simpson - Antolín Alcaraz - Chris Brunt - Daniel Sturridge - Fabrice Muamba - Hatem Ben Arfa - Jerome Thomas - David Goodwillie - Chris Smalling,James McClean - David Jones - Christopher Samba - Danny Graham - Marouane Chamakh - Declan Rudd - James Morrison - Craig Dawson - Frank Lampard - Alex - Brede Hangeland,5 - 7 - 9 - 32 - 28 - 34 - 7 - 45 - 39 - 23 - 5,17 - 36 - 17 - 42 - 44 - 27 - 40 - 6 - 38 - 31 - 21
0,fake,fake,1991,6,0,Wigan Athletic,Manchester United,3.0,3.0,tie,Gareth Bale - Andrew Crofts - Billy Jones - Chicharito - Joe Hart - Danny Murphy - Jon Flanagan - Ben Watson - Joe Allen - Didier Drogba - Jonas Olsson,Darron Gibson - Kenwyne Jones - Henrique Hilário - Anderson - Aaron Lennon - Darren Fletcher - Christophe Berra - John Heitinga - Keith Andrews - Dorus de Vries - Ivan Klasnic,39 - 7 - 14 - 40 - 24 - 25 - 30 - 24 - 13 - 9 - 30,44 - 18 - 28 - 41 - 18 - 16 - 22 - 17 - 38 - 47 - 7
0,fake,fake,1991,6,0,Fulham,Chelsea,2.0,3.0,loss,Graham Dorrans - Gabriel Tamas - Demba Ba - Ledley King - Jason Roberts - Glen Johnson - Dedryck Boyata - Craig Bellamy - Joleon Lescott - David Vaughan - Asamoah Gyan,Andy Carroll - Brad Guzan - David Dunn - Chris Martin - Dean Whitehead - Mario Balotelli - Clint Dempsey - Cheick Tioté - David Luiz - Edin Dzeko - Branislav Ivanovic,34 - 31 - 11 - 34 - 44 - 8 - 19 - 24 - 14 - 22 - 5,7 - 23 - 41 - 28 - 7 - 16 - 21 - 28 - 24 - 33 - 31
0,fake,fake,1991,6,0,Sunderland,Queens Park Rangers,3.0,3.0,tie,Djibril Cissé - Adel Taarabt - Davide Santon - Jamie Carragher - Aaron Wilbraham - Adam Hammill - Ben Foster - Magaye Gueye - Gary Gardner - George Elokobi - Connor Wickham,Liam Ridgewell - Andrew Johnson - Mark Gower - Adam Drury - Ciaran Clark - Jody Craddock - Chris Herd - Landon Donovan - Garry Monk - Denis Stracqualursi - Angel Rangel,11 - 34 - 40 - 24 - 22 - 12 - 30 - 19 - 44 - 20 - 47,29 - 37 - 5 - 46 - 6 - 19 - 31 - 36 - 5 - 29 - 18
0,fake,fake,1991,6,0,Tottenham Hotspur,Arsenal,3.0,3.0,tie,Luke Young - Kieran Richardson - Andrey Arshavin - Jack Colback - DJ Campbell - Haris Vuckic - John Ruddy - Charles N'Zogbia - Gaël Givet - Danny Welbeck - Joe Riley,Anthony Pilkington - Karl Henry - Jonny Howson - Elliott Bennett - David Silva - Charlie Adam - James McArthur - Johan Djourou - Jonathan Walters - Carlos Tevez - Jermaine Jenas,25 - 32 - 42 - 18 - 18 - 41 - 43 - 36 - 7 - 18 - 19,4 - 18 - 32 - 38 - 43 - 29 - 22 - 16 - 25 - 23 - 19
0,fake,fake,1991,6,0,Bolton Wanderers,Norwich City,2.0,2.0,tie,Doni - Gabriel Obertan - Diniyar Bilyaletdinov - Fernando Torres - Marc-Antoine Fortuné - Grétar Steinsson - Emile Heskey - Emmanuel Adebayor - Grant Holt - Kevin Doyle - Craig Gardner,Glenn Whelan - Andrew Surman - Emmerson Boyce - Elliott Ward - Conor Sammon - Jazz Richards - Florent Malouda - David Junior Hoilett - Jay Bothroyd - Cameron Jerome - Jonjo Shelvey,27 - 19 - 26 - 9 - 41 - 5 - 20 - 19 - 42 - 20 - 22,30 - 6 - 32 - 46 - 15 - 16 - 14 - 3 - 38 - 14 - 5
0,fake,fake,1991,6,0,Aston Villa,West Bromwich Albion,2.0,2.0,tie,Andreas Weimann - Fraizer Campbell - Kerim Frei - Jamie Mackie - Jean Beausejour - Darren Bent - Jonny Evans - Lee Cattermole - Brad Friedel - Alexandre Song - Bradley Johnson,Gabriel Agbonlahor - David Edwards - David Stockdale - Marcos Alonso - Ahmed El Mohamady - José Enrique - Leon Osman - Danny Gabbidon - John Obi Mikel - Leon Barnett - Hugo Rodallega,16 - 28 - 34 - 21 - 4 - 12 - 23 - 12 - 23 - 40 - 32,18 - 25 - 26 - 43 - 5 - 30 - 46 - 8 - 1 - 11 - 37
0,fake,fake,1991,7,0,Liverpool,Swansea City,3.0,2.0,win,Eric Lichaj - Fábio Aurélio - Jake Livermore - James Milner - Jermain Defoe - Andy Wilkinson - Jonás Gutiérrez - Armand Traore - Chris Baird - Asmir Begovic - Jack Rodwell,James Perch - Gylfi Sigurdsson - Franco Di Santo - Aaron Ramsey - Luis Suárez - Anders Lindegaard - Bradley Orr - Gareth McAuley - John Terry - Kevin Foley - Marc Wilson,26 - 8 - 32 - 43 - 38 - 14 - 45 - 9 - 13 - 29 - 34,12 - 34 - 14 - 5 - 45 - 23 - 16 - 2 - 42 - 34 - 14
0,fake,fake,1991,7,0,Everton,Blackburn Rovers,2.0,3.0,loss,Emmanuel Frimpong - Ashley Cole - Ben Amos - Gonzalo Jara - Leon Britton - Josh McEachran - Marcus Olsson - Barry Bannan - Fabian Delph - Grant Hanley - Bryan Ruiz,Craig Gordon - Kyle Naughton - Dickson Etuhu - Leroy Lita - Gary Cahill - John O'Shea - Adlène Guédioura - Jason Lowe - David N'Gog - Mahamadou Diarra - Mark Bunn,40 - 33 - 9 - 13 - 5 - 9 - 12 - 32 - 10 - 8 - 42,45 - 18 - 40 - 6 - 14 - 24 - 2 - 35 - 42 - 12 - 40
0,fake,fake,1991,7,0,Manchester City,Newcastle United,3.0,2.0,win,Jonathan Woodgate - Fitz Hall - Carl Jenkinson - Chris Eagles - Francis Coquelin - David Wheater - Alan Hutton - Ashley Young - Benoit Assou-Ekotto - Jamie O'Hara - Anthony Forde,Daniel Sturridge - Chris Brunt - Fabrice Muamba - Antolín Alcaraz - James McCarthy - Bobby Zamora - Luke Moore - Jerome Thomas - Chris Smalling - Louis Saha - David Goodwillie,34 - 36 - 33 - 10 - 27 - 12 - 24 - 26 - 29 - 21 - 26,34 - 28 - 7 - 32 - 45 - 7 - 23 - 39 - 5 - 8 - 23
0,fake,fake,1991,7,0,Stoke City,Wigan Athletic,3.0,2.0,win,Kevin Davies - David Pizarro - Keiren Westwood - David Fox - Kieron Dyer - Anton Ferdinand - Gary Caldwell - Jay Spearing - Kieran Gibbs - Darren Pratley - Brett Emerton,Joe Hart - Didier Drogba - Jon Flanagan - Billy Jones - Eggert Jónsson - Jonas Olsson - Ben Watson - Lucas Leiva - Gareth Bale - Danny Murphy - Andrew Crofts,32 - 2 - 37 - 9 - 0 - 38 - 32 - 12 - 44 - 18 - 44,24 - 9 - 30 - 14 - 3 - 30 - 24 - 37 - 39 - 25 - 7
0,fake,fake,1991,7,0,Wolverhampton Wanderers,Fulham,3.0,3.0,tie,Danny Graham - David Jones - Craig Dawson - Clint Hill - Alex - Christopher Samba - Marc Tierney - Juan Mata - Declan Rudd - James McClean - Frank Lampard,Adam Johnson - Craig Bellamy - Danny Rose - Graham Dorrans - Demba Ba - Dedryck Boyata - Joleon Lescott - Jason Roberts - Gabriel Tamas - Ledley King - Marc Albrighton,42 - 36 - 6 - 27 - 31 - 17 - 9 - 35 - 27 - 17 - 38,41 - 24 - 11 - 34 - 11 - 19 - 14 - 44 - 31 - 34 - 30
0,fake,fake,1991,7,0,Manchester United,Sunderland,4.0,3.0,win,Darron Gibson - Anderson - Christophe Berra - Dorus de Vries - James Collins - Kenwyne Jones - Aaron Lennon - Jordi Gómez - Keith Andrews - Henrique Hilário - Darren Fletcher,Anthony Modeste - Jamie Carragher - Djibril Cissé - Mark Schwarzer - Davide Santon - Luka Modric - George Elokobi - Adam Hammill - Ben Foster - Aaron Wilbraham - Connor Wickham,44 - 41 - 22 - 47 - 17 - 18 - 18 - 39 - 38 - 28 - 16,4 - 24 - 11 - 19 - 40 - 31 - 20 - 12 - 30 - 22 - 47
0,fake,fake,1991,7,0,Chelsea,Tottenham Hotspur,2.0,3.0,loss,Branislav Ivanovic - Fabio - Edin Dzeko - Dean Whitehead - Andy Carroll - Bacary Sagna - David Dunn - Clint Dempsey - Mario Balotelli - Chris Martin - Cheick Tioté,Andrey Arshavin - Kemy Agustien - John Ruddy - Gaël Givet - Luke Young - John Arne Riise - Leon Best - Kieran Richardson - Joe Riley - Danny Welbeck - Charles N'Zogbia,31 - 25 - 33 - 7 - 7 - 6 - 41 - 21 - 16 - 28 - 28,42 - 2 - 43 - 7 - 25 - 26 - 46 - 32 - 19 - 18 - 36
0,fake,fake,1991,7,0,Queens Park Rangers,Bolton Wanderers,2.0,3.0,loss,Landon Donovan - Adam Henley - Andrew Johnson - Chris Herd - Liam Ridgewell - Jody Craddock - Ciaran Clark - Garry Monk - Denis Stracqualursi - Mark Gower - Laurent Koscielny,Marc-Antoine Fortuné - Grant Holt - Fernando Torres - Heidar Helguson - Doni - Emile Heskey - Kolo Touré - Gabriel Obertan - Emmanuel Adebayor - Craig Gardner - Mark Davies,36 - 18 - 37 - 31 - 29 - 19 - 6 - 5 - 29 - 5 - 9,41 - 42 - 9 - 38 - 27 - 20 - 25 - 19 - 19 - 22 - 20
0,fake,fake,1991,7,0,Arsenal,Aston Villa,2.0,3.0,loss,Karl Henry - James McArthur - Anthony Pilkington - Johan Djourou - David de Gea - Carlos Tevez - Jermaine Jenas - Elliott Bennett - Jonny Howson - Andrea Orlandi - David Silva,Lee Cattermole - Bradley Johnson - James McFadden - Kerim Frei - Apostolos Vellios - Jamie Mackie - Brad Friedel - Darren Bent - Andreas Weimann - Fraizer Campbell - Alexandre Song,18 - 22 - 4 - 16 - 11 - 23 - 19 - 38 - 32 - 7 - 43,12 - 32 - 37 - 34 - 40 - 21 - 23 - 12 - 16 - 28 - 40
0,fake,fake,1991,7,0,Norwich City,West Bromwich Albion,2.0,3.0,loss,Jay Bothroyd - Elliott Ward - Jermaine Pennant - Florent Malouda - Conor Sammon - David Junior Hoilett - Cameron Jerome - David Davis - Jonjo Shelvey - Jazz Richards - Emmerson Boyce,José Enrique - Ali Al Habsi - Danny Gabbidon - John Obi Mikel - Leon Osman - David Stockdale - David Edwards - Leon Barnett - Leighton Baines - Gabriel Agbonlahor - Ahmed El Mohamady,38 - 46 - 35 - 14 - 15 - 3 - 14 - 17 - 5 - 16 - 32,30 - 44 - 8 - 1 - 46 - 26 - 25 - 11 - 44 - 18 - 5
0,fake,fake,1991,8,0,Blackburn Rovers,Liverpool,3.0,3.0,tie,Leroy Lita - Kyle Naughton - Mark Bunn - Jussi Jääskeläinen - David N'Gog - Gary Cahill - Jason Lowe - John O'Shea - Dickson Etuhu - Craig Gordon - Gareth Barry,Jermain Defoe - James Milner - Andy Wilkinson - Aleksandar Kolarov - Jermaine Beckford - Chris Baird - Jack Rodwell - Dirk Kuyt - Jonás Gutiérrez - Armand Traore - Eric Lichaj,6 - 18 - 40 - 12 - 42 - 14 - 35 - 24 - 40 - 45 - 21,38 - 43 - 14 - 23 - 31 - 13 - 34 - 30 - 45 - 9 - 26
0,fake,fake,1991,8,0,Newcastle United,Swansea City,3.0,2.0,win,Chris Brunt - Luke Moore - Chris Smalling - Fabrice Muamba - Daniel Sturridge - Louis Saha - Bobby Zamora - Hatem Ben Arfa - David Goodwillie - James McCarthy - Jerome Thomas,Luis Suárez - Marc Wilson - Joey Barton - Anders Lindegaard - Gylfi Sigurdsson - James Perch - Bradley Orr - Franco Di Santo - John Terry - Aaron Ramsey - Dimitar Berbatov,28 - 23 - 5 - 7 - 34 - 8 - 7 - 45 - 23 - 45 - 39,45 - 14 - 17 - 23 - 34 - 12 - 16 - 14 - 42 - 5 - 26
0,fake,fake,1991,8,0,Wigan Athletic,Everton,3.0,3.0,tie,Joe Allen - Gareth Bale - Andrew Crofts - Jonas Olsson - Chicharito - Jon Flanagan - Eggert Jónsson - Ben Watson - Lucas Leiva - Danny Murphy - Billy Jones,Alex Oxlade-Chamberlain - Leon Britton - Ashley Cole - Bryan Ruiz - Ben Amos - Emmanuel Frimpong - Alejandro Faurlin - Daniel Agger - Barry Bannan - Grant Hanley - Gonzalo Jara,13 - 39 - 7 - 30 - 40 - 30 - 3 - 24 - 37 - 25 - 14,29 - 5 - 33 - 42 - 9 - 40 - 7 - 44 - 32 - 8 - 13
0,fake,fake,1991,8,0,Fulham,Manchester City,3.0,3.0,tie,Gabriel Tamas - Ledley King - Dedryck Boyata - Craig Bellamy - Glen Johnson - Danny Rose - Marc Albrighton - Jason Roberts - Joleon Lescott - Graham Dorrans - Demba Ba,Carl Jenkinson - David Wheater - Chris Eagles - Alan Hutton - Francis Coquelin - Fitz Hall - Ashley Young - Adam Bogdan - Jonathan Woodgate - Danny Guthrie - Anthony Forde,31 - 34 - 19 - 24 - 8 - 11 - 30 - 44 - 14 - 34 - 11,33 - 12 - 10 - 24 - 27 - 36 - 26 - 33 - 34 - 48 - 26
0,fake,fake,1991,8,0,Sunderland,Stoke City,2.0,3.0,loss,Davide Santon - Ben Foster - Adel Taarabt - Mark Schwarzer - Jamie Carragher - Adam Hammill - Anthony Modeste - George Elokobi - Djibril Cissé - Aaron Wilbraham - Magaye Gueye,Kevin Davies - David Pizarro - David Fox - Darren Pratley - Jay Spearing - Albert Crusat - Fabricio Coloccini - Kieran Gibbs - Keiren Westwood - Anton Ferdinand - Brett Emerton,40 - 30 - 34 - 19 - 24 - 12 - 4 - 20 - 11 - 22 - 19,32 - 2 - 9 - 18 - 12 - 40 - 29 - 44 - 37 - 38 - 44
0,fake,fake,1991,8,0,Tottenham Hotspur,Wolverhampton Wanderers,2.0,3.0,loss,Joe Riley - Danny Welbeck - John Arne Riise - John Ruddy - Gaël Givet - Charles N'Zogbia - Kemy Agustien - DJ Campbell - Kieran Richardson - Haris Vuckic - Jack Colback,James McClean - Clint Hill - Brede Hangeland - Alex - David Jones - Craig Dawson - Marouane Chamakh - Danny Graham - James Morrison - Juan Mata - Marc Tierney,19 - 18 - 26 - 43 - 7 - 36 - 2 - 18 - 32 - 41 - 18,17 - 27 - 21 - 31 - 36 - 6 - 44 - 42 - 40 - 35 - 9
0,fake,fake,1991,8,0,Bolton Wanderers,Manchester United,2.0,3.0,loss,Emile Heskey - Grétar Steinsson - Mark Davies - Emmanuel Adebayor - Diniyar Bilyaletdinov - Heidar Helguson - Marc-Antoine Fortuné - Kevin Doyle - Fernando Torres - Gabriel Obertan - Doni,Kenwyne Jones - Christophe Berra - Henrique Hilário - Darron Gibson - Jordi Gómez - Anderson - Aaron Hughes - Keith Andrews - John Heitinga - Ivan Klasnic - James Collins,20 - 5 - 20 - 19 - 26 - 38 - 41 - 20 - 9 - 19 - 27,18 - 22 - 28 - 44 - 39 - 41 - 47 - 38 - 17 - 7 - 17
0,fake,fake,1991,8,0,Aston Villa,Chelsea,3.0,2.0,win,Apostolos Vellios - Bradley Johnson - Andreas Weimann - Kerim Frei - Jonny Evans - James McFadden - Alexandre Song - Darren Bent - Jamie Mackie - Jean Beausejour - Lee Cattermole,Andy Carroll - Fabio - David Dunn - Gervinho - Cheick Tioté - David Luiz - Bacary Sagna - Chris Martin - Brad Guzan - Edin Dzeko - Mario Balotelli,40 - 32 - 16 - 34 - 23 - 37 - 40 - 12 - 21 - 4 - 12,7 - 25 - 41 - 10 - 28 - 24 - 6 - 28 - 23 - 33 - 16
0,fake,fake,1991,8,0,West Bromwich Albion,Queens Park Rangers,3.0,3.0,tie,Leon Osman - Ahmed El Mohamady - Gabriel Agbonlahor - Leighton Baines - Marcos Alonso - David Stockdale - Leon Barnett - David Edwards - José Enrique - André Santos - John Obi Mikel,Adam Henley - Kyle Walker - Angel Rangel - Adam Drury - Jody Craddock - Liam Ridgewell - Andrew Johnson - Landon Donovan - Garry Monk - Chris Herd - Laurent Koscielny,46 - 5 - 18 - 44 - 43 - 26 - 11 - 25 - 30 - 20 - 1,18 - 6 - 18 - 46 - 19 - 29 - 37 - 36 - 5 - 31 - 9
0,fake,fake,1991,8,0,Norwich City,Arsenal,2.0,2.0,tie,Cameron Jerome - Emmerson Boyce - Glenn Whelan - Conor Sammon - David Junior Hoilett - Jonjo Shelvey - Jay Bothroyd - Carlos Cuellar - Elliott Ward - Andrew Surman - David Davis,Karl Henry - David de Gea - Johan Djourou - Jonathan Walters - Anthony Pilkington - Jonny Howson - Jermaine Jenas - Andrea Orlandi - Carlos Tevez - David Silva - Charlie Adam,14 - 32 - 30 - 15 - 3 - 5 - 38 - 46 - 46 - 6 - 17,18 - 11 - 16 - 25 - 4 - 32 - 19 - 7 - 23 - 43 - 29
0,fake,fake,1991,9,0,Liverpool,Newcastle United,3.0,2.0,win,Eric Lichaj - Jonás Gutiérrez - Jack Rodwell - Jake Livermore - Fábio Aurélio - Andy Wilkinson - James Milner - Chris Baird - Asmir Begovic - Aleksandar Kolarov - Jermaine Beckford,Luke Moore - Antolín Alcaraz - Bobby Zamora - Chris Brunt - David Goodwillie - Chris Smalling - James McCarthy - Luis Antonio Valencia - Hatem Ben Arfa - Daniel Sturridge - Danny Simpson,26 - 45 - 34 - 32 - 8 - 14 - 43 - 13 - 29 - 23 - 31,23 - 32 - 7 - 28 - 23 - 5 - 45 - 5 - 45 - 34 - 9
0,fake,fake,1991,9,0,Blackburn Rovers,Wigan Athletic,2.0,2.0,tie,Craig Gordon - Gary Cahill - Gaël Clichy - Leroy Lita - Dickson Etuhu - Kyle Naughton - Adlène Guédioura - Jussi Jääskeläinen - Mahamadou Diarra - Jason Lowe - David N'Gog,Lucas Leiva - Billy Jones - Eggert Jónsson - Joe Hart - Joe Allen - José Bosingwa - Gareth Bale - Andrew Crofts - Jon Flanagan - Chicharito - Ben Watson,45 - 14 - 25 - 6 - 40 - 18 - 2 - 12 - 12 - 35 - 42,37 - 14 - 3 - 24 - 13 - 11 - 39 - 7 - 30 - 40 - 24
0,fake,fake,1991,9,0,Swansea City,Fulham,3.0,3.0,tie,Anders Lindegaard - Gylfi Sigurdsson - Joey Barton - James Perch - Luis Suárez - Marc Wilson - John Terry - Dimitar Berbatov - Bradley Orr - Gareth McAuley - Kevin Foley,Adam Johnson - Joleon Lescott - Graham Dorrans - Demba Ba - Gabriel Tamas - Marc Albrighton - Dedryck Boyata - Asamoah Gyan - Craig Bellamy - Danny Rose - Jason Roberts,23 - 34 - 17 - 12 - 45 - 14 - 42 - 26 - 16 - 2 - 34,41 - 14 - 34 - 11 - 31 - 30 - 19 - 5 - 24 - 11 - 44
0,fake,fake,1991,9,0,Everton,Sunderland,2.0,3.0,loss,Alex Oxlade-Chamberlain - Josh McEachran - Daniel Agger - Fabian Delph - Ben Amos - Gonzalo Jara - Grant Hanley - Alejandro Faurlin - Emmanuel Frimpong - Barry Bannan - Bryan Ruiz,Luka Modric - Connor Wickham - Ben Foster - Djibril Cissé - Adel Taarabt - George Elokobi - Magaye Gueye - Jamie Carragher - Davide Santon - Aaron Wilbraham - Mark Schwarzer,29 - 9 - 44 - 10 - 9 - 13 - 8 - 7 - 40 - 32 - 42,31 - 47 - 30 - 11 - 34 - 20 - 19 - 24 - 40 - 22 - 19
0,fake,fake,1991,9,0,Manchester City,Tottenham Hotspur,3.0,2.0,win,Carl Jenkinson - Danny Guthrie - Chris Eagles - Adam Bogdan - Benoit Assou-Ekotto - Ashley Young - Jamie O'Hara - Anthony Forde - Fitz Hall - David Wheater - Jonathan Woodgate,Jack Colback - Luke Young - John Ruddy - Joe Riley - Haris Vuckic - Danny Welbeck - Kieran Richardson - Andrey Arshavin - Gaël Givet - Kemy Agustien - DJ Campbell,33 - 48 - 10 - 33 - 29 - 26 - 21 - 26 - 36 - 12 - 34,18 - 25 - 43 - 19 - 41 - 18 - 32 - 42 - 7 - 2 - 18
0,fake,fake,1991,9,0,Stoke City,Bolton Wanderers,3.0,3.0,tie,Albert Crusat - Brett Emerton - Anton Ferdinand - Jay Spearing - David Fox - Fabricio Coloccini - Kieron Dyer - Kieran Gibbs - Kevin Davies - Jordan Henderson - Darren Pratley,Craig Gardner - Grant Holt - Emmanuel Adebayor - Gabriel Obertan - Kolo Touré - Marc-Antoine Fortuné - Grétar Steinsson - Fernando Torres - Emile Heskey - Doni - Heidar Helguson,40 - 44 - 38 - 12 - 9 - 29 - 0 - 44 - 32 - 32 - 18,22 - 42 - 19 - 19 - 25 - 41 - 5 - 9 - 20 - 27 - 38
0,fake,fake,1991,9,0,Wolverhampton Wanderers,Aston Villa,3.0,3.0,tie,Clint Hill - Christopher Samba - Craig Dawson - Declan Rudd - Marouane Chamakh - James Morrison - Juan Mata - David Jones - Alex - Danny Graham - Marc Tierney,Bradley Johnson - Jamie Mackie - Andreas Weimann - Kerim Frei - Jean Beausejour - Jonny Evans - Apostolos Vellios - Ashley Williams - Darren Bent - Brad Friedel - James McFadden,27 - 17 - 6 - 27 - 44 - 40 - 35 - 36 - 31 - 42 - 9,32 - 21 - 16 - 34 - 4 - 23 - 40 - 23 - 12 - 23 - 37
0,fake,fake,1991,9,0,Manchester United,West Bromwich Albion,4.0,3.0,win,Darron Gibson - James Collins - Darren Fletcher - Aaron Hughes - Aaron Lennon - Anderson - Henrique Hilário - Dorus de Vries - Keith Andrews - John Heitinga - Christophe Berra,David Edwards - Danny Gabbidon - David Stockdale - Leon Osman - Ahmed El Mohamady - Leighton Baines - Leon Barnett - Marcos Alonso - Gabriel Agbonlahor - John Obi Mikel - Hugo Rodallega,44 - 17 - 16 - 47 - 18 - 41 - 28 - 47 - 38 - 17 - 22,25 - 8 - 26 - 46 - 5 - 44 - 11 - 43 - 18 - 1 - 37
0,fake,fake,1991,9,0,Chelsea,Norwich City,3.0,3.0,tie,David Dunn - Mario Balotelli - Branislav Ivanovic - Edin Dzeko - Dean Whitehead - Chris Martin - Clint Dempsey - Cheick Tioté - David Luiz - Brad Guzan - Fabio,Cameron Jerome - Emmerson Boyce - Elliott Ward - Andrew Surman - Conor Sammon - Carlos Cuellar - Jay Bothroyd - Jermaine Pennant - Florent Malouda - Jonjo Shelvey - David Davis,41 - 16 - 31 - 33 - 7 - 28 - 21 - 28 - 24 - 23 - 25,14 - 32 - 46 - 6 - 15 - 46 - 38 - 35 - 14 - 5 - 17
0,fake,fake,1991,9,0,Queens Park Rangers,Arsenal,3.0,2.0,win,Laurent Koscielny - Chris Herd - Denis Stracqualursi - Mark Gower - Adam Drury - Adam Henley - Jody Craddock - Landon Donovan - Kyle Walker - Angel Rangel - Liam Ridgewell,Johan Djourou - Jermaine Jenas - Jonny Howson - Elliott Bennett - Anthony Pilkington - Damien Duff - David Silva - Jonathan Walters - Karl Henry - David de Gea - Andrea Orlandi,9 - 31 - 29 - 5 - 46 - 18 - 19 - 36 - 6 - 18 - 29,16 - 19 - 32 - 38 - 4 - 28 - 43 - 25 - 18 - 11 - 7
0,fake,fake,1991,10,0,Wigan Athletic,Liverpool,3.0,3.0,tie,Ben Watson - Joe Allen - Gareth Bale - Joe Hart - Eggert Jónsson - Lucas Leiva - Chicharito - Didier Drogba - Jon Flanagan - Danny Murphy - Billy Jones,Armand Traore - James Milner - Eric Lichaj - Andy Wilkinson - Chris Baird - Jonás Gutiérrez - Aleksandar Kolarov - Dirk Kuyt - Jake Livermore - Fábio Aurélio - Asmir Begovic,24 - 13 - 39 - 24 - 3 - 37 - 40 - 9 - 30 - 25 - 14,9 - 43 - 26 - 14 - 13 - 45 - 23 - 30 - 32 - 8 - 29
0,fake,fake,1991,10,0,Fulham,Newcastle United,3.0,2.0,win,Dedryck Boyata - Graham Dorrans - Glen Johnson - Asamoah Gyan - Ledley King - Jason Roberts - Adam Johnson - Demba Ba - David Vaughan - Marc Albrighton - Gabriel Tamas,David Goodwillie - Luke Moore - Jerome Thomas - Hatem Ben Arfa - Bobby Zamora - Chris Smalling - Daniel Sturridge - Louis Saha - Luis Antonio Valencia - Danny Simpson - Fabrice Muamba,19 - 34 - 8 - 5 - 34 - 44 - 41 - 11 - 22 - 30 - 31,23 - 23 - 39 - 45 - 7 - 5 - 34 - 8 - 5 - 9 - 7
0,fake,fake,1991,10,0,Sunderland,Blackburn Rovers,3.0,3.0,tie,Mark Schwarzer - George Elokobi - Aaron Wilbraham - Adel Taarabt - Magaye Gueye - Djibril Cissé - Connor Wickham - Davide Santon - Anthony Modeste - Ben Foster - Adam Hammill,Jason Lowe - Craig Gordon - Jussi Jääskeläinen - Mahamadou Diarra - Dickson Etuhu - David N'Gog - Gary Cahill - Mark Bunn - Gaël Clichy - Gareth Barry - Adlène Guédioura,19 - 20 - 22 - 34 - 19 - 11 - 47 - 40 - 4 - 30 - 12,35 - 45 - 12 - 12 - 40 - 42 - 14 - 40 - 25 - 21 - 2
0,fake,fake,1991,10,0,Tottenham Hotspur,Swansea City,3.0,2.0,win,Haris Vuckic - Gaël Givet - Leon Best - John Ruddy - Joe Riley - Kemy Agustien - Danny Welbeck - Jack Colback - John Arne Riise - DJ Campbell - Charles N'Zogbia,Joey Barton - Gylfi Sigurdsson - Franco Di Santo - Dimitar Berbatov - James Perch - Marc Wilson - Luis Suárez - John Terry - Gareth McAuley - Anders Lindegaard - Aaron Ramsey,41 - 7 - 46 - 43 - 19 - 2 - 18 - 18 - 26 - 18 - 36,17 - 34 - 14 - 26 - 12 - 14 - 45 - 42 - 2 - 23 - 5
0,fake,fake,1991,10,0,Bolton Wanderers,Everton,3.0,2.0,win,Mark Davies - Marc-Antoine Fortuné - Kolo Touré - Fernando Torres - Kevin Doyle - Heidar Helguson - Emmanuel Adebayor - Gabriel Obertan - Diniyar Bilyaletdinov - Grant Holt - Craig Gardner,Barry Bannan - Leon Britton - Daniel Agger - Emmanuel Frimpong - Bryan Ruiz - Marcus Olsson - Grant Hanley - Josh McEachran - Ashley Cole - Gonzalo Jara - Ben Amos,20 - 41 - 25 - 9 - 20 - 38 - 19 - 19 - 26 - 42 - 22,32 - 5 - 44 - 40 - 42 - 12 - 8 - 9 - 33 - 13 - 9
0,fake,fake,1991,10,0,Aston Villa,Manchester City,2.0,3.0,loss,Darren Bent - Jean Beausejour - Ashley Williams - James McFadden - Bradley Johnson - Kerim Frei - Lee Cattermole - Andreas Weimann - Apostolos Vellios - Fraizer Campbell - Jamie Mackie,Adam Bogdan - Anthony Forde - Chris Eagles - Benoit Assou-Ekotto - Francis Coquelin - Carl Jenkinson - Alan Hutton - Jamie O'Hara - Jonathan Woodgate - Danny Higginbotham - Fitz Hall,12 - 4 - 23 - 37 - 32 - 34 - 12 - 16 - 40 - 28 - 21,33 - 26 - 10 - 29 - 27 - 33 - 24 - 21 - 34 - 26 - 36
